id,category,vulnerability_family,error_name,priority,severity,target_action,oracle_required,evidence_required,reward_trigger,reward_evidence,reward_control,reward_reproduce,reward_confirm,penalty_fp,penalty_duplicate,penalty_unsafe,safe_fixture,source_reference
SEC-233,session-config,session-fixation,로그인 후 세션 ID 미회전 (배송 메모),상,1.0,배송 메모 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-233,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-234,session-config,session-fixation,로그인 후 세션 ID 미회전 (환불 사유),상,1.0,환불 사유 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-234,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-235,session-config,session-fixation,로그인 후 세션 ID 미회전 (검색 제안),상,1.0,검색 제안 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-235,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-236,session-config,session-fixation,로그인 후 세션 ID 미회전 (알림 제목),상,1.0,알림 제목 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-236,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-237,session-config,session-fixation,로그인 후 세션 ID 미회전 (캘린더 제목),상,1.0,캘린더 제목 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-237,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-238,session-config,session-fixation,로그인 후 세션 ID 미회전 (리포트 필터),상,1.0,리포트 필터 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-238,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-239,session-config,session-fixation,로그인 후 세션 ID 미회전 (CSV 업로드),상,1.0,CSV 업로드 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-239,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-240,session-config,session-fixation,로그인 후 세션 ID 미회전 (API query),상,1.0,API query 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-240,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-241,session-config,logout-reuse,로그아웃 토큰 재사용 (검색창),상,1.0,로그아웃 후 검색창 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-241,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-242,session-config,logout-reuse,로그아웃 토큰 재사용 (프로필 소개),상,1.0,로그아웃 후 프로필 소개 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-242,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-243,session-config,logout-reuse,로그아웃 토큰 재사용 (문의 폼),상,1.0,로그아웃 후 문의 폼 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-243,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-244,session-config,logout-reuse,로그아웃 토큰 재사용 (상품명 필드),상,1.0,로그아웃 후 상품명 필드 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-244,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-245,session-config,logout-reuse,로그아웃 토큰 재사용 (파일 설명),상,1.0,로그아웃 후 파일 설명 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-245,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-246,session-config,logout-reuse,로그아웃 토큰 재사용 (댓글 입력),상,1.0,로그아웃 후 댓글 입력 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-246,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-247,session-config,logout-reuse,로그아웃 토큰 재사용 (예약 메모),상,1.0,로그아웃 후 예약 메모 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-247,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-248,session-config,logout-reuse,로그아웃 토큰 재사용 (장바구니),상,1.0,로그아웃 후 장바구니 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-248,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-249,session-config,logout-reuse,로그아웃 토큰 재사용 (결제 폼),상,1.0,로그아웃 후 결제 폼 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-249,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-250,session-config,logout-reuse,로그아웃 토큰 재사용 (필터 파라미터),상,1.0,로그아웃 후 필터 파라미터 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-250,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-251,session-config,logout-reuse,로그아웃 토큰 재사용 (로그인 폼),상,1.0,로그아웃 후 로그인 폼 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-251,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-252,session-config,logout-reuse,로그아웃 토큰 재사용 (회원가입 폼),상,1.0,로그아웃 후 회원가입 폼 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-252,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-253,session-config,logout-reuse,로그아웃 토큰 재사용 (주소 필드),상,1.0,로그아웃 후 주소 필드 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-253,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-254,session-config,logout-reuse,로그아웃 토큰 재사용 (쿠폰 필드),상,1.0,로그아웃 후 쿠폰 필드 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-254,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-255,session-config,logout-reuse,로그아웃 토큰 재사용 (정렬 파라미터),상,1.0,로그아웃 후 정렬 파라미터 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-255,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-256,session-config,logout-reuse,로그아웃 토큰 재사용 (페이지네이션),상,1.0,로그아웃 후 페이지네이션 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-256,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-257,session-config,logout-reuse,로그아웃 토큰 재사용 (파일명 필드),상,1.0,로그아웃 후 파일명 필드 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-257,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-258,session-config,logout-reuse,로그아웃 토큰 재사용 (채팅 입력),상,1.0,로그아웃 후 채팅 입력 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-258,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-259,session-config,logout-reuse,로그아웃 토큰 재사용 (공지사항),상,1.0,로그아웃 후 공지사항 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-259,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-260,session-config,logout-reuse,로그아웃 토큰 재사용 (리뷰 입력),상,1.0,로그아웃 후 리뷰 입력 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-260,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-261,session-config,logout-reuse,로그아웃 토큰 재사용 (태그 입력),상,1.0,로그아웃 후 태그 입력 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-261,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-262,session-config,logout-reuse,로그아웃 토큰 재사용 (초대 메시지),상,1.0,로그아웃 후 초대 메시지 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-262,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-263,session-config,logout-reuse,로그아웃 토큰 재사용 (배송 메모),상,1.0,로그아웃 후 배송 메모 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-263,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-264,session-config,logout-reuse,로그아웃 토큰 재사용 (환불 사유),상,1.0,로그아웃 후 환불 사유 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-264,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-265,session-config,logout-reuse,로그아웃 토큰 재사용 (검색 제안),상,1.0,로그아웃 후 검색 제안 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-265,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-266,session-config,logout-reuse,로그아웃 토큰 재사용 (알림 제목),상,1.0,로그아웃 후 알림 제목 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-266,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-267,session-config,logout-reuse,로그아웃 토큰 재사용 (캘린더 제목),상,1.0,로그아웃 후 캘린더 제목 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-267,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-268,session-config,logout-reuse,로그아웃 토큰 재사용 (리포트 필터),상,1.0,로그아웃 후 리포트 필터 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-268,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-269,session-config,logout-reuse,로그아웃 토큰 재사용 (CSV 업로드),상,1.0,로그아웃 후 CSV 업로드 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-269,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-270,session-config,logout-reuse,로그아웃 토큰 재사용 (API query),상,1.0,로그아웃 후 API query 보호 API 재호출,로그아웃 뒤 기존 토큰으로 200이면 취약,token_hash;logout_status;retry_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-270,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-271,session-config,security-headers,보안 헤더 누락 (검색창),중,0.6,검색창 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-271,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-272,session-config,security-headers,보안 헤더 누락 (프로필 소개),중,0.6,프로필 소개 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-272,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-273,session-config,security-headers,보안 헤더 누락 (문의 폼),중,0.6,문의 폼 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-273,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-274,session-config,security-headers,보안 헤더 누락 (상품명 필드),중,0.6,상품명 필드 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-274,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-275,session-config,security-headers,보안 헤더 누락 (파일 설명),중,0.6,파일 설명 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-275,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-276,session-config,security-headers,보안 헤더 누락 (댓글 입력),중,0.6,댓글 입력 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-276,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-277,session-config,security-headers,보안 헤더 누락 (예약 메모),중,0.6,예약 메모 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-277,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-278,session-config,security-headers,보안 헤더 누락 (장바구니),중,0.6,장바구니 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-278,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-279,session-config,security-headers,보안 헤더 누락 (결제 폼),중,0.6,결제 폼 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-279,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-280,session-config,security-headers,보안 헤더 누락 (필터 파라미터),중,0.6,필터 파라미터 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-280,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-281,session-config,security-headers,보안 헤더 누락 (로그인 폼),중,0.6,로그인 폼 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-281,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-282,session-config,security-headers,보안 헤더 누락 (회원가입 폼),중,0.6,회원가입 폼 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-282,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-283,session-config,security-headers,보안 헤더 누락 (주소 필드),중,0.6,주소 필드 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-283,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-284,session-config,security-headers,보안 헤더 누락 (쿠폰 필드),중,0.6,쿠폰 필드 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-284,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-285,session-config,security-headers,보안 헤더 누락 (정렬 파라미터),중,0.6,정렬 파라미터 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-285,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-286,session-config,security-headers,보안 헤더 누락 (페이지네이션),중,0.6,페이지네이션 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-286,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-287,session-config,security-headers,보안 헤더 누락 (파일명 필드),중,0.6,파일명 필드 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-287,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-288,session-config,security-headers,보안 헤더 누락 (채팅 입력),중,0.6,채팅 입력 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-288,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-289,session-config,security-headers,보안 헤더 누락 (공지사항),중,0.6,공지사항 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-289,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-290,session-config,security-headers,보안 헤더 누락 (리뷰 입력),중,0.6,리뷰 입력 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-290,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-291,session-config,security-headers,보안 헤더 누락 (태그 입력),중,0.6,태그 입력 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-291,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-292,session-config,security-headers,보안 헤더 누락 (초대 메시지),중,0.6,초대 메시지 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-292,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-293,session-config,security-headers,보안 헤더 누락 (배송 메모),중,0.6,배송 메모 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-293,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-294,session-config,security-headers,보안 헤더 누락 (환불 사유),중,0.6,환불 사유 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-294,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-295,session-config,security-headers,보안 헤더 누락 (검색 제안),중,0.6,검색 제안 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-295,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-296,session-config,security-headers,보안 헤더 누락 (알림 제목),중,0.6,알림 제목 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-296,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-297,session-config,security-headers,보안 헤더 누락 (캘린더 제목),중,0.6,캘린더 제목 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-297,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-298,session-config,security-headers,보안 헤더 누락 (리포트 필터),중,0.6,리포트 필터 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-298,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-299,session-config,security-headers,보안 헤더 누락 (CSV 업로드),중,0.6,CSV 업로드 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-299,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-300,session-config,security-headers,보안 헤더 누락 (API query),중,0.6,API query 응답 헤더 검사,CSP HSTS X-Content-Type-Options 중 누락이 있으면 취약,url;status;response_headers;policy,0.10,0.20,0.30,0.40,0.6,-1.00,0.00,-1.50,jwas-safe-300,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-301,business-logic,price-tampering,클라이언트 금액 변조 (검색창),상,1.0,검색창 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-301,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
SEC-302,business-logic,price-tampering,클라이언트 금액 변조 (프로필 소개),상,1.0,프로필 소개 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-302,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
SEC-303,business-logic,price-tampering,클라이언트 금액 변조 (문의 폼),상,1.0,문의 폼 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-303,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
SEC-304,business-logic,price-tampering,클라이언트 금액 변조 (상품명 필드),상,1.0,상품명 필드 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-304,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
SEC-305,business-logic,price-tampering,클라이언트 금액 변조 (파일 설명),상,1.0,파일 설명 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-305,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
SEC-306,business-logic,price-tampering,클라이언트 금액 변조 (댓글 입력),상,1.0,댓글 입력 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-306,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
SEC-307,business-logic,price-tampering,클라이언트 금액 변조 (예약 메모),상,1.0,예약 메모 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-307,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
SEC-308,business-logic,price-tampering,클라이언트 금액 변조 (장바구니),상,1.0,장바구니 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-308,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
SEC-309,business-logic,price-tampering,클라이언트 금액 변조 (결제 폼),상,1.0,결제 폼 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-309,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
SEC-310,business-logic,price-tampering,클라이언트 금액 변조 (필터 파라미터),상,1.0,필터 파라미터 결제 금액을 fixture 값으로 변경,서버 subtotal과 결제 금액이 다른데 승인되면 취약,cart_state;request;response;server_total,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-310,OWASP Top 10 2021 A04 Insecure Design; OWASP API6:2023
